product_id,product_category
P035027,Grocery
P069521,Sports
P015910,Electronics
P072662,Books
P058682,Beauty
P059093,Beauty
P021038,Fashion
P037316,Grocery
P024939,Fashion
P037471,Grocery
P053907,Beauty
P077986,Books
P075012,Books
P071225,Books
P012297,Electronics
P033853,Grocery
P029360,Fashion
P039074,Grocery
P078408,Books
P015169,Electronics
P039934,Grocery
P034517,Grocery
P036739,Grocery
P033687,Grocery
P013713,Electronics
P061435,Sports
P038094,Grocery
P031115,Grocery
P025896,Fashion
P071379,Books
P055604,Beauty
P041043,Home
P068316,Sports
P021811,Fashion
P047434,Home
P066368,Sports
P078253,Books
P059964,Beauty
P064166,Sports
P061647,Sports
P018685,Electronics
P012453,Electronics
P058207,Beauty
P012467,Electronics
P011413,Electronics
P079539,Books
P055495,Beauty
P028192,Fashion
P071474,Books
P046424,Home
P063112,Sports
P054106,Beauty
P053991,Beauty
P069225,Sports
P064115,Sports
P063677,Sports
P017568,Electronics
P035688,Grocery
P026228,Fashion
P072268,Books
P043548,Home
P076107,Books
P017948,Electronics
P052505,Beauty
P067809,Sports
P054557,Beauty
P012920,Electronics
P073413,Books
P046446,Home
P075903,Books
P077014,Books
P069046,Sports
P079210,Books
P059655,Beauty
P051034,Beauty
P032233,Grocery
P054843,Beauty
P064220,Sports
P075912,Books
P057290,Beauty
P055401,Beauty
P031433,Grocery
P016071,Electronics
P019045,Electronics
P075362,Books
P031036,Grocery
P061863,Sports
P047809,Home
P033828,Grocery
P075839,Books
P038416,Grocery
P012388,Electronics
P079000,Books
P016799,Electronics
P025477,Fashion
P059024,Beauty
P019174,Electronics
P044423,Home
P027045,Fashion
P025599,Fashion
P058104,Beauty
P037276,Grocery
P078667,Books
P073808,Books
P077220,Books
P053140,Beauty
P074836,Books
P078710,Books
P017837,Electronics
P058960,Beauty
P073534,Books
P035758,Grocery
P076318,Books
P013655,Electronics
P031864,Grocery
P051015,Beauty
P063111,Sports
P019902,Electronics
P027145,Fashion
P078116,Books
P055031,Beauty
P069126,Sports
P074089,Books
P062080,Sports
P064791,Sports
P075092,Books
P064263,Sports
P012094,Electronics
P067769,Sports
P038473,Grocery
P075099,Books
P044310,Home
P074347,Books
P053216,Beauty
P042144,Home
P061374,Sports
P057316,Beauty
P025865,Fashion
P017882,Electronics
P078424,Books
P055618,Beauty
P048437,Home
P072386,Books
P036869,Grocery
P075526,Books
P055119,Beauty
P047068,Home
P037155,Grocery
P069226,Sports
P025935,Fashion
P067938,Sports
P069249,Sports
P011531,Electronics
P025066,Fashion
P063089,Sports
P063907,Sports
P014296,Electronics
P016545,Electronics
P069537,Sports
P046976,Home
P065940,Sports
P047673,Home
P052909,Beauty
P064069,Sports
P077620,Books
P068389,Sports
P058964,Beauty
P077690,Books
P039104,Grocery
P024001,Fashion
P074851,Books
P071163,Books
P019231,Electronics
P036944,Grocery
P074156,Books
P039033,Grocery
P016069,Electronics
P041578,Home
P056055,Beauty
P024391,Fashion
P027769,Fashion
P059848,Beauty
P034274,Grocery
P073680,Books
P034425,Grocery
P045976,Home
P076347,Books
P061806,Sports
P024685,Fashion
P024291,Fashion
P036407,Grocery
P053061,Beauty
P055785,Beauty
P069279,Sports
P056374,Beauty
P075031,Books
P043255,Home
P037336,Grocery
P071388,Books
P035857,Grocery
P048868,Home
P029885,Fashion
P021556,Fashion
P047558,Home
P026973,Fashion
P032917,Grocery
P032737,Grocery
P079763,Books
P064661,Sports
P013587,Electronics
P014601,Electronics
P015099,Electronics
P022648,Fashion
P075702,Books
P025270,Fashion
P011092,Electronics
P079727,Books
P069234,Sports
P023238,Fashion
P075458,Books
P029448,Fashion
P016168,Electronics
P021910,Fashion
P045221,Home
P075637,Books
P061531,Sports
P077192,Books
P045813,Home
P046873,Home
P026789,Fashion
P035631,Grocery
P051595,Beauty
P078334,Books
P038706,Grocery
P061349,Sports
P014350,Electronics
P047256,Home
P052308,Beauty
P018698,Electronics
P039082,Grocery
P033208,Grocery
P068273,Sports
P064042,Sports
P069681,Sports
P043866,Home
P065617,Sports
P046065,Home
P025868,Fashion
P053285,Beauty
P022843,Fashion
P016155,Electronics
P012221,Electronics
P047033,Home
P049922,Home
P068109,Sports
P061845,Sports
P024949,Fashion
P056891,Beauty
P046525,Home
P019772,Electronics
P063381,Sports
P033632,Grocery
P045111,Home
P058690,Beauty
P048272,Home
P044100,Home
P062479,Sports
P069362,Sports
P036710,Grocery
P035498,Grocery
P029680,Fashion
P064805,Sports
P038063,Grocery
P028319,Fashion
P019253,Electronics
P017007,Electronics
P067323,Sports
P069582,Sports
P066922,Sports
P058648,Beauty
P041269,Home
P043494,Home
P061804,Sports
P062322,Sports
P014646,Electronics
P042604,Home
P053354,Beauty
P069739,Sports
P063667,Sports
P031716,Grocery
P047862,Home
P079374,Books
P013197,Electronics
P039940,Grocery
P053416,Beauty
P033504,Grocery
P021229,Fashion
P053810,Beauty
P026669,Fashion
P039861,Grocery
P012320,Electronics
P053796,Beauty
P073912,Books
P012183,Electronics
P026803,Fashion
P043587,Home
P011934,Electronics
P042038,Home
P023765,Fashion
P023489,Fashion
P024800,Fashion
P053529,Beauty
P031430,Grocery
P055027,Beauty
P041937,Home
P046481,Home
P048999,Home
P011161,Electronics
P025539,Fashion
P043213,Home
P048699,Home
P079466,Books
P069740,Sports
P016980,Electronics
P038227,Grocery
P041840,Home
P048535,Home
P068986,Sports
P014607,Electronics
P066664,Sports
P011494,Electronics
P068459,Sports
P028589,Fashion
P048517,Home
P076511,Books
P041513,Home
P077577,Books
P011330,Electronics
P045553,Home
P079238,Books
P017952,Electronics
P044794,Home
P056436,Beauty
P043382,Home
P023352,Fashion
P039749,Grocery
P072048,Books
P046696,Home
P074717,Books
P079677,Books
P038130,Grocery
P075439,Books
P018283,Electronics
P077927,Books
P046005,Home
P048953,Home
P018871,Electronics
P075519,Books
P014987,Electronics
P034072,Grocery
P028047,Fashion
P031033,Grocery
P022003,Fashion
P022981,Fashion
P033419,Grocery
P068679,Sports
P025843,Fashion
P065818,Sports
P077514,Books
P036697,Grocery
P072093,Books
P077857,Books
P021734,Fashion
P066749,Sports
P068721,Sports
P058077,Beauty
P014838,Electronics
P077748,Books
P059201,Beauty
P012110,Electronics
P072896,Books
P067305,Sports
P061494,Sports
P076966,Books
P039072,Grocery
P029948,Fashion
P033465,Grocery
P056484,Beauty
P068319,Sports
P035103,Grocery
P015376,Electronics
P022083,Fashion
P077830,Books
P038070,Grocery
P075287,Books
P011039,Electronics
P065034,Sports
P062956,Sports
P045091,Home
P021195,Fashion
P051263,Beauty
P032840,Grocery
P056591,Beauty
P071623,Books
P017796,Electronics
P055761,Beauty
P012880,Electronics
P057496,Beauty
P045316,Home
P071073,Books
P058089,Beauty
P017874,Electronics
P051371,Beauty
P059213,Beauty
P021646,Fashion
P044113,Home
P053420,Beauty
P065172,Sports
P026964,Fashion
P042942,Home
P046116,Home
P045575,Home
P069354,Sports
P068136,Sports
P078700,Books
P076642,Books
P071536,Books
P069420,Sports
P053129,Beauty
P065690,Sports
P015618,Electronics
P013026,Electronics
P041818,Home
P043224,Home
P031025,Grocery
P057459,Beauty
P026665,Fashion
P046316,Home
P049069,Home
P016555,Electronics
P064058,Sports
P014723,Electronics
P029752,Fashion
P015675,Electronics
P065040,Sports
P067280,Sports
P016576,Electronics
P026087,Fashion
P025748,Fashion
P019516,Electronics
P062284,Sports
P016374,Electronics
P046493,Home
P032431,Grocery
P024222,Fashion
P019084,Electronics
P023214,Fashion
P045186,Home
P026238,Fashion
P011700,Electronics
P061229,Sports
P068925,Sports
P065800,Sports
P013105,Electronics
P012883,Electronics
P014557,Electronics
P068078,Sports
P033131,Grocery
P074388,Books
P025206,Fashion
P029355,Fashion
P061577,Sports
P069151,Sports
P052476,Beauty
P067933,Sports
P036705,Grocery
P063365,Sports
P024389,Fashion
P079179,Books
P037324,Grocery
P027207,Fashion
P014875,Electronics
P027462,Fashion
P052042,Beauty
P011270,Electronics
P041881,Home
P021908,Fashion
P016962,Electronics
P045036,Home
P036192,Grocery
P056907,Beauty
P073984,Books
P066335,Sports
P053085,Beauty
P017407,Electronics
P055091,Beauty
P052369,Beauty
P067134,Sports
P016973,Electronics
P043124,Home
P028162,Fashion
P023905,Fashion
P018189,Electronics
P067716,Sports
P019172,Electronics
P059518,Beauty
P046790,Home
P057604,Beauty
P036544,Grocery
P077888,Books
P014475,Electronics
P017293,Electronics
P025920,Fashion
P028856,Fashion
P043789,Home
P075754,Books
P066294,Sports
P015136,Electronics
P037997,Grocery
P037712,Grocery
P012525,Electronics
P074358,Books
P029289,Fashion
P022908,Fashion
P037394,Grocery
P015111,Electronics
P064641,Sports
P052333,Beauty
P039812,Grocery
P021466,Fashion
P078178,Books
P042100,Home
P078689,Books
P051906,Beauty
P054190,Beauty
P072966,Books
P026328,Fashion
P048800,Home
P058681,Beauty
P057304,Beauty
P036339,Grocery
P033573,Grocery
P062338,Sports
P067631,Sports
P066448,Sports
P038517,Grocery
P078246,Books
P038542,Grocery
P036167,Grocery
P066549,Sports
P057077,Beauty
P034111,Grocery
P049761,Home
P034000,Grocery
P043549,Home
P068751,Sports
P071579,Books
P019222,Electronics
P037936,Grocery
P037538,Grocery
P074989,Books
P038240,Grocery
P076377,Books
P032059,Grocery
P034460,Grocery
P071761,Books
P077059,Books
P072915,Books
P015661,Electronics
P056109,Beauty
P048824,Home
P027298,Fashion
P029293,Fashion
P034564,Grocery
P012058,Electronics
P047667,Home
P065257,Sports
P049908,Home
P051167,Beauty
P058337,Beauty
P027520,Fashion
P034765,Grocery
P012571,Electronics
P073514,Books
P033084,Grocery
P056810,Beauty
P036961,Grocery
P062961,Sports
P042540,Home
P052351,Beauty
P041604,Home
P066652,Sports
P055682,Beauty
P022876,Fashion
P049290,Home
P024151,Fashion
P073844,Books
P012983,Electronics
P068132,Sports
P027314,Fashion
P062446,Sports
P071145,Books
P033316,Grocery
P012011,Electronics
P038186,Grocery
P044020,Home
P043481,Home
P028353,Fashion
P049300,Home
P029805,Fashion
P025743,Fashion
P049108,Home
P065270,Sports
P077624,Books
P064135,Sports
P038924,Grocery
P042570,Home
P065088,Sports
P019659,Electronics
P022179,Fashion
P069915,Sports
P012383,Electronics
P014861,Electronics
P053860,Beauty
P043369,Home
P073398,Books
P055009,Beauty
P032267,Grocery
P041289,Home
P067130,Sports
P073686,Books
P034195,Grocery
P027408,Fashion
P075661,Books
P079753,Books
P072920,Books
P043214,Home
P012837,Electronics
P055845,Beauty
P037583,Grocery
P063845,Sports
P069572,Sports
P021279,Fashion
P021223,Fashion
P024084,Fashion
P056940,Beauty
P047140,Home
P067647,Sports
P036355,Grocery
P037278,Grocery
P067329,Sports
P013558,Electronics
P045834,Home
P036930,Grocery
P056451,Beauty
P037835,Grocery
P059638,Beauty
P037937,Grocery
P078213,Books
P029165,Fashion
P059080,Beauty
P069633,Sports
P072889,Books
P076197,Books
P073575,Books
P067823,Sports
P078699,Books
P067715,Sports
P036765,Grocery
P022487,Fashion
P024379,Fashion
P034631,Grocery
P023659,Fashion
P067912,Sports
P026196,Fashion
P028171,Fashion
P065590,Sports
P042142,Home
P067484,Sports
P042023,Home
P022298,Fashion
P036696,Grocery
P017923,Electronics
P056320,Beauty
P066152,Sports
P064492,Sports
P075761,Books
P021194,Fashion
P068016,Sports
P069632,Sports
P015559,Electronics
P064651,Sports
P078828,Books
P016944,Electronics
P036239,Grocery
P022893,Fashion
P011292,Electronics
P056804,Beauty
P035372,Grocery
P043816,Home
P065413,Sports
P077246,Books
P059728,Beauty
P073010,Books
P013286,Electronics
P072332,Books
P024509,Fashion
P018544,Electronics
P069139,Sports
P049029,Home
P063474,Sports
P065274,Sports
P023350,Fashion
P046406,Home
P054665,Beauty
P018435,Electronics
P032170,Grocery
P042206,Home
P041726,Home
P065724,Sports
P063971,Sports
P076271,Books
P045987,Home
P076787,Books
P074689,Books
P037156,Grocery
P052107,Beauty
P065422,Sports
P024233,Fashion
P069908,Sports
P035367,Grocery
P058999,Beauty
P079318,Books
P033036,Grocery
P054806,Beauty
P055592,Beauty
P058967,Beauty
P071264,Books
P027579,Fashion
P028057,Fashion
P064608,Sports
P031935,Grocery
P064521,Sports
P053246,Beauty
P071738,Books
P025891,Fashion
P026263,Fashion
P061394,Sports
P052960,Beauty
P071560,Books
P024836,Fashion
P037789,Grocery
P076351,Books
P072301,Books
P065264,Sports
P037060,Grocery
P013855,Electronics
P064976,Sports
P012285,Electronics
P068843,Sports
P036887,Grocery
P021612,Fashion
P027308,Fashion
P053791,Beauty
P025620,Fashion
P079689,Books
P042836,Home
P077109,Books
P034936,Grocery
P019147,Electronics
P057345,Beauty
P024747,Fashion
P071948,Books
P015792,Electronics
P043949,Home
P032102,Grocery
P045454,Home
P013574,Electronics
P015360,Electronics
P031327,Grocery
P019919,Electronics
P015738,Electronics
P068808,Sports
P015172,Electronics
P045492,Home
P057937,Beauty
P068086,Sports
P012974,Electronics
P064450,Sports
P029699,Fashion
P067140,Sports
P047810,Home
P068885,Sports
P068668,Sports
P042401,Home
P029818,Fashion
P019038,Electronics
P076518,Books
P057717,Beauty
P046471,Home
P068361,Sports
P073341,Books
P025467,Fashion
P027604,Fashion
P024070,Fashion
P045677,Home
P072681,Books
P045195,Home
P022830,Fashion
P048712,Home
P042211,Home
P024410,Fashion
P066044,Sports
P044796,Home
P035566,Grocery
P066774,Sports
P025923,Fashion
P038571,Grocery
P022571,Fashion
P045158,Home
P064404,Sports
P063605,Sports
P056316,Beauty
P018780,Electronics
P032222,Grocery
P017955,Electronics
P059372,Beauty
P078985,Books
P035397,Grocery
P063715,Sports
P012367,Electronics
P047179,Home
P022643,Fashion
P035680,Grocery
P022131,Fashion
P011921,Electronics
P017482,Electronics
P032033,Grocery
P027482,Fashion
P071758,Books
P074122,Books
P044821,Home
P028295,Fashion
P051725,Beauty
P063814,Sports
P063609,Sports
P074419,Books
P051868,Beauty
P076593,Books
P071506,Books
P044971,Home
P037659,Grocery
P075489,Books
P026190,Fashion
P075275,Books
P017799,Electronics
P042734,Home
P032591,Grocery
P046411,Home
P037249,Grocery
P075898,Books
P043374,Home
P026677,Fashion
P017800,Electronics
P068278,Sports
P062907,Sports
P049830,Home
P018659,Electronics
P028520,Fashion
P068490,Sports
P058352,Beauty
P068480,Sports
P078101,Books
P053897,Beauty
P013474,Electronics
P069761,Sports
P051891,Beauty
P015384,Electronics
P049739,Home
P037635,Grocery
P049842,Home
P027609,Fashion
P048498,Home
P062730,Sports
P047772,Home
P077497,Books
P026894,Fashion
P011993,Electronics
P031321,Grocery
P064347,Sports
P079778,Books
P011833,Electronics
P034946,Grocery
P041095,Home
P027784,Fashion
P041625,Home
P041087,Home
P076159,Books
P059679,Beauty
P034081,Grocery
P052937,Beauty
P058900,Beauty
P016037,Electronics
P043683,Home
P026910,Fashion
P035143,Grocery
P016661,Electronics
P052972,Beauty
P011683,Electronics
P074487,Books
P027269,Fashion
P014327,Electronics
P021793,Fashion
P042326,Home
P045867,Home
P034634,Grocery
P028004,Fashion
P046162,Home
P042922,Home
P077250,Books
P058846,Beauty
P024251,Fashion
P039489,Grocery
P063378,Sports
P031094,Grocery
P057218,Beauty
P041701,Home
P027989,Fashion
P059682,Beauty
P021707,Fashion
P035826,Grocery
P077490,Books
P077783,Books
P042114,Home
P027536,Fashion
P068968,Sports
P058366,Beauty
P068476,Sports
P064475,Sports
P065234,Sports
P035451,Grocery
P079834,Books
P033994,Grocery
P077922,Books
P068807,Sports
P041141,Home
P026479,Fashion
P069616,Sports
P026243,Fashion
P022275,Fashion
P057352,Beauty
P075034,Books
P061639,Sports
P046061,Home
P015146,Electronics
P057327,Beauty
P038003,Grocery
P055310,Beauty
P051898,Beauty
P061715,Sports
P039466,Grocery
P077902,Books
P057577,Beauty
P029038,Fashion
P033386,Grocery
P032264,Grocery
P061595,Sports
P042369,Home
P046293,Home
P048775,Home
P049043,Home
P026157,Fashion
P018499,Electronics
P032785,Grocery
P062736,Sports
P022076,Fashion
P033405,Grocery
P027889,Fashion
P037781,Grocery
P046240,Home
P042338,Home
P074149,Books
P016884,Electronics
P024068,Fashion
P069673,Sports
P062621,Sports
P033193,Grocery
P074723,Books
P048480,Home
P021881,Fashion
P057444,Beauty
P059354,Beauty
P012220,Electronics
P029320,Fashion
P043108,Home
P011824,Electronics
P026609,Fashion
P039663,Grocery
P072916,Books
P041915,Home
P074546,Books
P036286,Grocery
P031336,Grocery
P053679,Beauty
P052550,Beauty
P059277,Beauty
P017060,Electronics
P057589,Beauty
P035183,Grocery
P038422,Grocery
P079045,Books
P078224,Books
P034126,Grocery
P032783,Grocery
P019934,Electronics
P053516,Beauty
P016765,Electronics
P078312,Books
P016431,Electronics
P024730,Fashion
P067273,Sports
P036910,Grocery
P073810,Books
P039549,Grocery
P012976,Electronics
P067910,Sports
P067276,Sports
P053748,Beauty
P062256,Sports
P039060,Grocery
P072589,Books
P042884,Home
P057297,Beauty
P013311,Electronics
P064744,Sports
P022799,Fashion
P062727,Sports
P077687,Books
P014037,Electronics
P017869,Electronics
P034155,Grocery
P021961,Fashion
P043488,Home
P014044,Electronics
P047147,Home
P021207,Fashion
P019040,Electronics
P062022,Sports
P042827,Home
P058101,Beauty
P074321,Books
P037344,Grocery
P073436,Books
P019029,Electronics
P019269,Electronics
P057417,Beauty
P054070,Beauty
P051261,Beauty
P058410,Beauty
P049550,Home
P065813,Sports
P042950,Home
P023747,Fashion
P064863,Sports
P022027,Fashion
P031383,Grocery
P025610,Fashion
P022609,Fashion
P048110,Home
P057978,Beauty
P035775,Grocery
P032573,Grocery
P031032,Grocery
P079501,Books
P028858,Fashion
P015667,Electronics
P079518,Books
P043495,Home
P012647,Electronics
P033967,Grocery
P017611,Electronics
P043710,Home
P025324,Fashion
P031068,Grocery
P012632,Electronics
P016939,Electronics
P036924,Grocery
P013733,Electronics
P045114,Home
P058085,Beauty
P027124,Fashion
P011682,Electronics
P056690,Beauty
P011381,Electronics
P048586,Home
P043226,Home
P018539,Electronics
P068360,Sports
P055679,Beauty
P039926,Grocery
P058202,Beauty
P036452,Grocery
P043880,Home
P057395,Beauty
P028974,Fashion
P076368,Books
P064367,Sports
P073154,Books
P072231,Books
P014316,Electronics
P049671,Home
P049459,Home
P049116,Home
P061204,Sports
P033886,Grocery
P014510,Electronics
P071027,Books
P047284,Home
P065625,Sports
P047782,Home
P015277,Electronics
P074250,Books
P057826,Beauty
P022243,Fashion
P017157,Electronics
P031539,Grocery
P012499,Electronics
P046845,Home
P074481,Books
P076053,Books
P062505,Sports
P041398,Home
P037492,Grocery
P031696,Grocery
P056306,Beauty
P031294,Grocery
P052490,Beauty
P067349,Sports
P023340,Fashion
P011117,Electronics
P064746,Sports
P077901,Books
P077190,Books
P066536,Sports
P021902,Fashion
P071001,Books
P057874,Beauty
P049478,Home
P066244,Sports
P047420,Home
P029511,Fashion
P021291,Fashion
P016910,Electronics
P075711,Books
P061348,Sports
P059557,Beauty
P078972,Books
P013646,Electronics
P027573,Fashion
P069441,Sports
P037962,Grocery
P043697,Home
P078965,Books
P015658,Electronics
P058684,Beauty
P062055,Sports
P071834,Books
P056735,Beauty
P038357,Grocery
P011406,Electronics
P075327,Books
P021098,Fashion
P056947,Beauty
P055171,Beauty
P016675,Electronics
P045052,Home
P063698,Sports
P067653,Sports
P069899,Sports
P042787,Home
P017697,Electronics
P057265,Beauty
P042273,Home
P073543,Books
P018076,Electronics
P075110,Books
P045032,Home
P032930,Grocery
P021578,Fashion
P051699,Beauty
P021245,Fashion
P035743,Grocery
P023331,Fashion
P016380,Electronics
P028946,Fashion
P078151,Books
P028110,Fashion
P016200,Electronics
P018566,Electronics
P028796,Fashion
P062291,Sports
P022789,Fashion
P078345,Books
P018273,Electronics
P066803,Sports
P035391,Grocery
P024522,Fashion
P015305,Electronics
P068167,Sports
P038557,Grocery
P068888,Sports
P026302,Fashion
P014178,Electronics
P037627,Grocery
P039563,Grocery
P056995,Beauty
P021160,Fashion
P012122,Electronics
P027588,Fashion
P074362,Books
P048109,Home
P034112,Grocery
P011113,Electronics
P014765,Electronics
P064029,Sports
P064333,Sports
P028985,Fashion
P064400,Sports
P073865,Books
P079251,Books
P073531,Books
P045110,Home
P027839,Fashion
P024627,Fashion
P031948,Grocery
P079468,Books
P017909,Electronics
P048187,Home
P066581,Sports
P041851,Home
P017319,Electronics
P011014,Electronics
P064302,Sports
P054044,Beauty
P058858,Beauty
P051415,Beauty
P032085,Grocery
P038774,Grocery
P077802,Books
P067087,Sports
P058894,Beauty
P075531,Books
P029405,Fashion
P043722,Home
P045374,Home
P033546,Grocery
P029954,Fashion
P029321,Fashion
P013568,Electronics
P026223,Fashion
P078577,Books
P074385,Books
P057015,Beauty
P037119,Grocery
P053432,Beauty
P041052,Home
P024443,Fashion
P027631,Fashion
P022095,Fashion
P063695,Sports
P079360,Books
P078398,Books
P077299,Books
P034857,Grocery
P068130,Sports
P012889,Electronics
P041321,Home
P032725,Grocery
P058375,Beauty
P051360,Beauty
P063675,Sports
P058201,Beauty
P047346,Home
P057251,Beauty
P048242,Home
P052622,Beauty
P046919,Home
P023172,Fashion
P018727,Electronics
P066009,Sports
P035551,Grocery
P018321,Electronics
P035416,Grocery
P021133,Fashion
P075866,Books
P045674,Home
P018504,Electronics
P037749,Grocery
P038786,Grocery
P073030,Books
P071304,Books
P058695,Beauty
P013840,Electronics
P078833,Books
P018851,Electronics
P039642,Grocery
P044401,Home
P037718,Grocery
P075142,Books
P046124,Home
P026512,Fashion
P049861,Home
P045172,Home
P033668,Grocery
P066814,Sports
P033775,Grocery
P051238,Beauty
P049421,Home
P022526,Fashion
P044233,Home
P066090,Sports
P077451,Books
P036963,Grocery
P072032,Books
P077683,Books
P046931,Home
P019874,Electronics
P061848,Sports
P059358,Beauty
P024473,Fashion
P018041,Electronics
P031038,Grocery
P029303,Fashion
P065215,Sports
P046198,Home
P021848,Fashion
P022279,Fashion
P072568,Books
P068202,Sports
P067202,Sports
P033092,Grocery
P043701,Home
P011783,Electronics
P074095,Books
P064427,Sports
P046420,Home
P047268,Home
P026654,Fashion
P064980,Sports
P064060,Sports
P048901,Home
P031198,Grocery
P039562,Grocery
P035789,Grocery
P018663,Electronics
P049316,Home
P031522,Grocery
P031747,Grocery
P015710,Electronics
P028864,Fashion
P045184,Home
P028926,Fashion
P063963,Sports
P042179,Home
P062352,Sports
P012085,Electronics
P067886,Sports
P044158,Home
P034624,Grocery
P019065,Electronics
P064453,Sports
P014852,Electronics
P035130,Grocery
P078046,Books
P053695,Beauty
P051416,Beauty
P041761,Home
P075447,Books
P078447,Books
P037528,Grocery
P055579,Beauty
P024562,Fashion
P076152,Books
P064171,Sports
P078585,Books
P026530,Fashion
P045761,Home
P012705,Electronics
P066717,Sports
P074688,Books
P045230,Home
P049446,Home
P021339,Fashion
P018609,Electronics
P079462,Books
P048436,Home
P016469,Electronics
P075490,Books
P036733,Grocery
P018644,Electronics
P039820,Grocery
P024622,Fashion
P034679,Grocery
P061493,Sports
P052012,Beauty
P052599,Beauty
P024663,Fashion
P057857,Beauty
P026645,Fashion
P075771,Books
P021283,Fashion
P027694,Fashion
P019767,Electronics
P045491,Home
P049557,Home
P078982,Books
P043363,Home
P045686,Home
P025945,Fashion
P016498,Electronics
P046708,Home
P074657,Books
P068617,Sports
P018247,Electronics
P043983,Home
P066424,Sports
P028559,Fashion
P075268,Books
P056807,Beauty
P028941,Fashion
P076736,Books
P035196,Grocery
P037338,Grocery
P058982,Beauty
P012690,Electronics
P068577,Sports
P049297,Home
P071134,Books
P079025,Books
P051073,Beauty
P015135,Electronics
P029812,Fashion
P072587,Books
P075015,Books
P048416,Home
P016246,Electronics
P079948,Books
P033532,Grocery
P079886,Books
P058657,Beauty
P043078,Home
P056050,Beauty
P044894,Home
P079857,Books
P043306,Home
P079260,Books
P017553,Electronics
P031438,Grocery
P073450,Books
P015876,Electronics
P014065,Electronics
P035502,Grocery
P062982,Sports
P028924,Fashion
P034012,Grocery
P021362,Fashion
P051368,Beauty
P044445,Home
P033111,Grocery
P031217,Grocery
P067228,Sports
P055676,Beauty
P071651,Books
P027962,Fashion
P063610,Sports
P071890,Books
P021485,Fashion
P057841,Beauty
P021235,Fashion
P061252,Sports
P037195,Grocery
P037776,Grocery
P077982,Books
P077567,Books
P043879,Home
P055681,Beauty
P029334,Fashion
P067092,Sports
P028002,Fashion
P017453,Electronics
P046705,Home
P034128,Grocery
P038540,Grocery
P012768,Electronics
P064173,Sports
P019515,Electronics
P065445,Sports
P027396,Fashion
P052331,Beauty
P012061,Electronics
P042017,Home
P036505,Grocery
P057133,Beauty
P041569,Home
P034961,Grocery
P055287,Beauty
P041914,Home
P012665,Electronics
P063192,Sports
P071545,Books
P058939,Beauty
P055024,Beauty
P069966,Sports
P012444,Electronics
P042561,Home
P075312,Books
P043321,Home
P073760,Books
P054885,Beauty
P031278,Grocery
P074694,Books
P062037,Sports
P078188,Books
P046891,Home
P061054,Sports
P055733,Beauty
P056154,Beauty
P071637,Books
P073180,Books
P047542,Home
P022286,Fashion
P021809,Fashion
P053584,Beauty
P033156,Grocery
P073559,Books
P031913,Grocery
P069922,Sports
P039000,Grocery
P026287,Fashion
P065598,Sports
P055683,Beauty
P058443,Beauty
P054100,Beauty
P036478,Grocery
P064240,Sports
P078711,Books
P025927,Fashion
P053715,Beauty
P072355,Books
P041457,Home
P051694,Beauty
P048254,Home
P034714,Grocery
P044099,Home
P046603,Home
P039557,Grocery
P051354,Beauty
P068900,Sports
P038815,Grocery
P031073,Grocery
P029240,Fashion
P017239,Electronics
P073283,Books
P023132,Fashion
P042692,Home
P057725,Beauty
P027895,Fashion
P051808,Beauty
P055368,Beauty
P033553,Grocery
P027684,Fashion
P014403,Electronics
P072962,Books
P071494,Books
P074052,Books
P018278,Electronics
P017247,Electronics
P078646,Books
P072133,Books
P011151,Electronics
P029343,Fashion
P042139,Home
P054151,Beauty
P021504,Fashion
P025340,Fashion
P014390,Electronics
P069555,Sports
P048288,Home
P066661,Sports
P043155,Home
P069845,Sports
P048117,Home
P064158,Sports
P051170,Beauty
P024529,Fashion
P053385,Beauty
P066257,Sports
P011564,Electronics
P014846,Electronics
P014892,Electronics
P045405,Home
P028400,Fashion
P054026,Beauty
P075208,Books
P011720,Electronics
P018102,Electronics
P052360,Beauty
P058673,Beauty
P049464,Home
P079366,Books
P056873,Beauty
P046823,Home
P077313,Books
P043474,Home
P057572,Beauty
P052808,Beauty
P071441,Books
P048920,Home
P034387,Grocery
P017625,Electronics
P029620,Fashion
P031873,Grocery
P035833,Grocery
P013077,Electronics
P011693,Electronics
P056087,Beauty
P014883,Electronics
P042533,Home
P021665,Fashion
P022723,Fashion
P053905,Beauty
P014241,Electronics
P056899,Beauty
P042228,Home
P054308,Beauty
P029940,Fashion
P061034,Sports
P034921,Grocery
P041402,Home
P032864,Grocery
P056118,Beauty
P057531,Beauty
P018638,Electronics
P051616,Beauty
P047754,Home
P016194,Electronics
P074558,Books
P032038,Grocery
P025976,Fashion
P058228,Beauty
P052014,Beauty
P011262,Electronics
P076601,Books
P052136,Beauty
P027606,Fashion
P017194,Electronics
P013622,Electronics
P044580,Home
P045924,Home
P067543,Sports
P017390,Electronics
P017411,Electronics
P014003,Electronics
P054299,Beauty
P031695,Grocery
P072240,Books
P024911,Fashion
P055120,Beauty
P019534,Electronics
P076735,Books
P024276,Fashion
P019329,Electronics
P074114,Books
P067287,Sports
P037374,Grocery
P072526,Books
P012054,Electronics
P055332,Beauty
P028366,Fashion
P065266,Sports
P037190,Grocery
P056364,Beauty
P077989,Books
P038824,Grocery
P048718,Home
P011106,Electronics
P078070,Books
P057365,Beauty
P014839,Electronics
P075043,Books
P063777,Sports
P015259,Electronics
P021183,Fashion
